Num Sol. Externa,Numero,Fecha Programado GyP,Fecha Solicitud Servicio SDM,Programdo/Demanda,Especial,Tipo Servicio,Clase Servicio,ANS,Estado Servicio,Estado Detalle Servicio,Movil,Gruas,Tipo Grua,Entidad,Direccion,Clase Vehículo,Vehiculo,Parq Destino,Localidad,Coor Magna Sirgas,Fecha Cancela,Usuario Cancela,Fecha Cargando,Antelacion,Retraso,Tiempo Cancela Antelacion,Tiempo Cancela Retraso,Observacion,Obs Detalle,Obs Cambia Estado
250966,S-221917,10/05/2022 07:24:45,10/05/2022 07:24:45,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,140,ESO140,PLANCHON,Policia,KR 20 75 18,Motocicletas,YJE02C,Parqueadero Aut. 1,CHAPINERO," X:1746467.7734431,Y:-6115235.4154957,Z:515262.72863927",,,10/05/2022 07:27:12,00:00:00,00:02:27,00:00:00,00:00:00,140 ATIENDE ,,
250966,S-221917,10/05/2022 07:24:45,10/05/2022 07:24:45,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,140,ESO140,PLANCHON,Policia,KR 20 75 18,Motocicletas,XTA23D,Parqueadero Aut. 1,CHAPINERO," X:1746467.7734431,Y:-6115235.4154957,Z:515262.72863927",,,10/05/2022 07:27:12,00:00:00,00:02:27,00:00:00,00:00:00,140 ATIENDE ,,
250966,S-221917,10/05/2022 07:24:45,10/05/2022 07:24:45,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,140,ESO140,PLANCHON,Policia,KR 20 75 18,Motocicletas,YRC22E,Parqueadero Aut. 1,CHAPINERO," X:1746467.7734431,Y:-6115235.4154957,Z:515262.72863927",,,10/05/2022 07:27:12,00:00:00,00:02:27,00:00:00,00:00:00,140 ATIENDE ,,
250966,S-221917,10/05/2022 07:24:45,10/05/2022 07:24:45,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,140,ESO140,PLANCHON,Policia,KR 20 75 18,Motocicletas,JSJ55C,Parqueadero Aut. 1,CHAPINERO," X:1746467.7734431,Y:-6115235.4154957,Z:515262.72863927",,,10/05/2022 07:27:12,00:00:00,00:02:27,00:00:00,00:00:00,140 ATIENDE ,,
250966,S-221917,10/05/2022 07:24:45,10/05/2022 07:24:45,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,140,ESO140,PLANCHON,Policia,KR 20 75 18,Motocicletas,AKA02F,Parqueadero Aut. 1,CHAPINERO," X:1746467.7734431,Y:-6115235.4154957,Z:515262.72863927",,,10/05/2022 07:27:12,00:00:00,00:02:27,00:00:00,00:00:00,140 ATIENDE ,,
250966,S-221917,10/05/2022 07:24:45,10/05/2022 07:24:45,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,140,ESO140,PLANCHON,Policia,KR 20 75 18,Motocicletas,FBI11E,Parqueadero Aut. 1,CHAPINERO," X:1746467.7734431,Y:-6115235.4154957,Z:515262.72863927",,,10/05/2022 07:27:12,00:00:00,00:02:27,00:00:00,00:00:00,140 ATIENDE ,,
250970,S-221921,10/05/2022 07:34:29,10/05/2022 07:34:29,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,47,WNN628,PLANCHON,Policia,KR 86 52A 00,Motocicletas,XWK61E,Parqueadero Aut. 1,ENGATIVA," X:1740466.6131189,Y:-6116770.7337695,Z:517326.67643847",,,10/05/2022 07:35:02,00:00:00,00:00:33,00:00:00,00:00:00,47 ATIENDE ,,
250970,S-221921,10/05/2022 07:34:29,10/05/2022 07:34:29,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,47,WNN628,PLANCHON,Policia,KR 86 52A 00,Motocicletas,SFI67C,Parqueadero Aut. 1,ENGATIVA," X:1740466.6131189,Y:-6116770.7337695,Z:517326.67643847",,,10/05/2022 07:35:02,00:00:00,00:00:33,00:00:00,00:00:00,47 ATIENDE ,,
250970,S-221921,10/05/2022 07:34:29,10/05/2022 07:34:29,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,47,WNN628,PLANCHON,Policia,KR 86 52A 00,Motocicletas,QYN40C,Parqueadero Aut. 1,ENGATIVA," X:1740466.6131189,Y:-6116770.7337695,Z:517326.67643847",,,10/05/2022 07:35:02,00:00:00,00:00:33,00:00:00,00:00:00,47 ATIENDE ,,
250970,S-221921,10/05/2022 07:34:29,10/05/2022 07:34:29,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,47,WNN628,PLANCHON,Policia,KR 86 52A 00,Camioneta,WFI206,Parqueadero Aut. 1,ENGATIVA," X:1740466.6131189,Y:-6116770.7337695,Z:517326.67643847",,,10/05/2022 07:35:02,00:00:00,00:00:33,00:00:00,00:00:00,47 ATIENDE ,,
250972,S-221923,10/05/2022 07:55:41,10/05/2022 07:55:41,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,160,ESO237,PLANCHON,Policia,CL 59 S 77G 25,Taxi,VEK949,Parqueadero Aut. 1,BOSA," X:1734176.4188381,Y:-6119340.0955394,Z:508043.7708524",,,10/05/2022 07:56:59,00:00:00,00:01:18,00:00:00,00:00:00,160 ATIENDE,,
250973,S-221924,10/05/2022 07:56:29,10/05/2022 07:56:29,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,216,JTR960,PLANCHON,Policia,KR 81F 71 00 S,Automovil,NEQ110,PARQUEDERO TRANSITORIO,BOSA," X:1732367.4945559,Y:-6119729.503946,Z:509512.59055557",,,10/05/2022 07:57:03,00:00:00,00:00:34,00:00:00,00:00:00,216 ATIENDE ,,patio 500
250973,S-221924,10/05/2022 07:56:29,10/05/2022 07:56:29,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,216,JTR960,PLANCHON,Policia,KR 81F 71 00 S,Motocicletas,OCW04D,PARQUEDERO TRANSITORIO,BOSA," X:1732367.4945559,Y:-6119729.503946,Z:509512.59055557",,,10/05/2022 07:57:03,00:00:00,00:00:34,00:00:00,00:00:00,216 ATIENDE ,,patio 500
250974,S-221925,10/05/2022 07:57:20,10/05/2022 07:57:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,174,ESO056,PLANCHON,Policia,KR 24 28 61 S,Automovil,CWE363,Parqueadero Aut. 1,RAFAEL URIBE," X:1741207.583406,Y:-6117469.402439,Z:506531.51130071",,,10/05/2022 07:57:46,00:00:00,00:00:26,00:00:00,00:00:00,174 ATIENDE ,,
250974,S-221925,10/05/2022 07:57:20,10/05/2022 07:57:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,174,ESO056,PLANCHON,Policia,KR 24 28 61 S,Automovil,BCI033,Parqueadero Aut. 1,RAFAEL URIBE," X:1741207.583406,Y:-6117469.402439,Z:506531.51130071",,,10/05/2022 07:57:46,00:00:00,00:00:26,00:00:00,00:00:00,174 ATIENDE ,,
250974,S-221925,10/05/2022 07:57:20,10/05/2022 07:57:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,174,ESO056,PLANCHON,Policia,KR 24 28 61 S,Motocicletas,JYA81F,Parqueadero Aut. 1,RAFAEL URIBE," X:1741207.583406,Y:-6117469.402439,Z:506531.51130071",,,10/05/2022 07:57:46,00:00:00,00:00:26,00:00:00,00:00:00,174 ATIENDE ,,
250974,S-221925,10/05/2022 07:57:20,10/05/2022 07:57:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,174,ESO056,PLANCHON,Policia,KR 24 28 61 S,Motocicletas,LVB60E,Parqueadero Aut. 1,RAFAEL URIBE," X:1741207.583406,Y:-6117469.402439,Z:506531.51130071",,,10/05/2022 07:57:46,00:00:00,00:00:26,00:00:00,00:00:00,174 ATIENDE ,,
250974,S-221925,10/05/2022 07:57:20,10/05/2022 07:57:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,174,ESO056,PLANCHON,Policia,KR 24 28 61 S,Motocicletas,OTD10E,Parqueadero Aut. 1,RAFAEL URIBE," X:1741207.583406,Y:-6117469.402439,Z:506531.51130071",,,10/05/2022 07:57:46,00:00:00,00:00:26,00:00:00,00:00:00,174 ATIENDE ,,
250975,S-221926,10/05/2022 07:58:52,10/05/2022 07:58:52,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,100,WGQ746,PLANCHON,Policia,CL 26 70 00,Automovil,BOS587,Parqueadero Aut. 1,ENGATIVA," X:1741327.8415021,Y:-6116698.1732444,Z:515296.15071107",,,10/05/2022 08:07:35,00:00:00,00:08:43,00:00:00,00:00:00,100 ATIENDE ,,
250975,S-221926,10/05/2022 07:58:52,10/05/2022 07:58:52,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,100,WGQ746,PLANCHON,Policia,CL 26 70 00,Camioneta,UDM955,Parqueadero Aut. 1,ENGATIVA," X:1741327.8415021,Y:-6116698.1732444,Z:515296.15071107",,,10/05/2022 08:07:35,00:00:00,00:08:43,00:00:00,00:00:00,100 ATIENDE ,,
250977,S-221928,10/05/2022 08:22:42,10/05/2022 08:22:42,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,115,WNZ473,PLANCHON DE MOTOS,Policia,KR 10 9 04,Motocicletas,INH34F,Parqueadero Aut. 1,SANTA FE," X:1744710.2536413,Y:-6116340.2729979,Z:508101.29883296",,,10/05/2022 08:39:59,00:00:00,00:17:17,00:00:00,00:00:00,115 ATIENDE ,,
250977,S-221928,10/05/2022 08:22:42,10/05/2022 08:22:42,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,115,WNZ473,PLANCHON DE MOTOS,Policia,KR 10 9 04,Motocicletas,KUW68E,Parqueadero Aut. 1,SANTA FE," X:1744710.2536413,Y:-6116340.2729979,Z:508101.29883296",,,10/05/2022 08:39:59,00:00:00,00:17:17,00:00:00,00:00:00,115 ATIENDE ,,
250977,S-221928,10/05/2022 08:22:42,10/05/2022 08:22:42,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,115,WNZ473,PLANCHON DE MOTOS,Policia,KR 10 9 04,Motocicletas,BOX39G,Parqueadero Aut. 1,SANTA FE," X:1744710.2536413,Y:-6116340.2729979,Z:508101.29883296",,,10/05/2022 08:39:59,00:00:00,00:17:17,00:00:00,00:00:00,115 ATIENDE ,,
250978,S-221929,10/05/2022 08:31:10,10/05/2022 08:31:10,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,148,ESO148,PLANCHON,Policia,KR 45 187 00,Automovil,HSR609,Parqueadero Aut. 1,SUBA," X:1747962.842758,Y:-6113844.2474419,Z:526502.37286932",,,10/05/2022 08:31:47,00:00:00,00:00:37,00:00:00,00:00:00,148 ATIENDE ,,
250978,S-221929,10/05/2022 08:31:10,10/05/2022 08:31:10,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,148,ESO148,PLANCHON,Policia,KR 45 187 00,Motocicletas,JUR21F,Parqueadero Aut. 1,SUBA," X:1747962.842758,Y:-6113844.2474419,Z:526502.37286932",,,10/05/2022 08:31:47,00:00:00,00:00:37,00:00:00,00:00:00,148 ATIENDE ,,
250978,S-221929,10/05/2022 08:31:10,10/05/2022 08:31:10,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,148,ESO148,PLANCHON,Policia,KR 45 187 00,Motocicletas,RZU89D,Parqueadero Aut. 1,SUBA," X:1747962.842758,Y:-6113844.2474419,Z:526502.37286932",,,10/05/2022 08:31:47,00:00:00,00:00:37,00:00:00,00:00:00,148 ATIENDE ,,
250979,S-221930,10/05/2022 08:38:20,10/05/2022 08:38:20,Demanda,No,ACCIDENTE,Inmovilización en Vía,Cumplio,Terminado,Completado,169,ESO051,PLANCHON,Policia,TV 42 4A 07,Motocicletas,XEW11E,PARQUEDERO TRANSITORIO,PUENTE ARANDA," X:1741253.5076123,Y:-6117153.5922131,Z:510150.14533875",,,10/05/2022 08:38:48,00:00:00,00:00:28,00:00:00,00:00:00,169 ATIENDE ,,500
250979,S-221930,10/05/2022 08:38:20,10/05/2022 08:38:20,Demanda,No,ACCIDENTE,Inmovilización en Vía,Cumplio,Terminado,Completado,169,ESO051,PLANCHON,Policia,TV 42 4A 07,Camioneta,WLU531,Parqueadero Aut. 1,PUENTE ARANDA," X:1741253.5076123,Y:-6117153.5922131,Z:510150.14533875",,,10/05/2022 08:38:48,00:00:00,00:00:28,00:00:00,00:00:00,169 ATIENDE ,,500
250980,S-221931,10/05/2022 08:39:17,10/05/2022 08:39:17,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,162,ESN883,PLANCHON,Policia,KR 20 75 18,Automovil,RBT355,Parqueadero Aut. 1,CHAPINERO," X:1746467.7734431,Y:-6115235.4154957,Z:515262.72863927",,,10/05/2022 08:52:47,00:00:00,00:13:30,00:00:00,00:00:00,162 ATIENDE ,,
250980,S-221931,10/05/2022 08:39:17,10/05/2022 08:39:17,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,162,ESN883,PLANCHON,Policia,KR 20 75 18,Taxi,VEM837,Parqueadero Aut. 1,CHAPINERO," X:1746467.7734431,Y:-6115235.4154957,Z:515262.72863927",,,10/05/2022 08:52:47,00:00:00,00:13:30,00:00:00,00:00:00,162 ATIENDE ,,
250980,S-221931,10/05/2022 08:39:17,10/05/2022 08:39:17,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,162,ESN883,PLANCHON,Policia,KR 20 75 18,Motocicletas,SDL82F,Parqueadero Aut. 1,CHAPINERO," X:1746467.7734431,Y:-6115235.4154957,Z:515262.72863927",,,10/05/2022 08:52:47,00:00:00,00:13:30,00:00:00,00:00:00,162 ATIENDE ,,
250980,S-221931,10/05/2022 08:39:17,10/05/2022 08:39:17,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,162,ESN883,PLANCHON,Policia,KR 20 75 18,Motocicletas,BPL03G,Parqueadero Aut. 1,CHAPINERO," X:1746467.7734431,Y:-6115235.4154957,Z:515262.72863927",,,10/05/2022 08:52:47,00:00:00,00:13:30,00:00:00,00:00:00,162 ATIENDE ,,
250981,S-221932,10/05/2022 08:39:20,10/05/2022 08:39:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,CL 55 73A 00,Automovil,HSW767,Parqueadero Aut. 1,ENGATIVA," X:1741492.6659953,Y:-6116544.2051428,Z:516556.67449184",,,10/05/2022 08:40:52,00:00:00,00:01:32,00:00:00,00:00:00,MOVIL 172,,
250981,S-221932,10/05/2022 08:39:20,10/05/2022 08:39:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,CL 55 73A 00,Motocicletas,OOA34B,Parqueadero Aut. 1,ENGATIVA," X:1741492.6659953,Y:-6116544.2051428,Z:516556.67449184",,,10/05/2022 08:40:52,00:00:00,00:01:32,00:00:00,00:00:00,MOVIL 172,,
250981,S-221932,10/05/2022 08:39:20,10/05/2022 08:39:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,CL 55 73A 00,Motocicletas,MVN61E,Parqueadero Aut. 1,ENGATIVA," X:1741492.6659953,Y:-6116544.2051428,Z:516556.67449184",,,10/05/2022 08:40:52,00:00:00,00:01:32,00:00:00,00:00:00,MOVIL 172,,
250981,S-221932,10/05/2022 08:39:20,10/05/2022 08:39:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,CL 55 73A 00,Motocicletas,SNR99F,Parqueadero Aut. 1,ENGATIVA," X:1741492.6659953,Y:-6116544.2051428,Z:516556.67449184",,,10/05/2022 08:40:52,00:00:00,00:01:32,00:00:00,00:00:00,MOVIL 172,,
250981,S-221932,10/05/2022 08:39:20,10/05/2022 08:39:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,CL 55 73A 00,Motocicletas,MMX85E,Parqueadero Aut. 1,ENGATIVA," X:1741492.6659953,Y:-6116544.2051428,Z:516556.67449184",,,10/05/2022 08:40:52,00:00:00,00:01:32,00:00:00,00:00:00,MOVIL 172,,
250981,S-221932,10/05/2022 08:39:20,10/05/2022 08:39:20,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,CL 55 73A 00,Motocicletas,FXO42C,Parqueadero Aut. 1,ENGATIVA," X:1741492.6659953,Y:-6116544.2051428,Z:516556.67449184",,,10/05/2022 08:40:52,00:00:00,00:01:32,00:00:00,00:00:00,MOVIL 172,,
250983,S-221934,10/05/2022 08:42:31,10/05/2022 08:42:31,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,112,TDX756,PLANCHON DE MOTOS,Policia,AC 26 86 02,Motocicletas,YII88F,Parqueadero Aut. 1,ENGATIVA," X:1740198.4689075,Y:-6116871.3480329,Z:517040.93756732",,,10/05/2022 08:44:53,00:00:00,00:02:22,00:00:00,00:00:00,124 ATIENDE ,,
250983,S-221934,10/05/2022 08:42:31,10/05/2022 08:42:31,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,112,TDX756,PLANCHON DE MOTOS,Policia,AC 26 86 02,Motocicletas,BJO97,Parqueadero Aut. 1,ENGATIVA," X:1740198.4689075,Y:-6116871.3480329,Z:517040.93756732",,,10/05/2022 08:44:53,00:00:00,00:02:22,00:00:00,00:00:00,124 ATIENDE ,,
250983,S-221934,10/05/2022 08:42:31,10/05/2022 08:42:31,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,112,TDX756,PLANCHON DE MOTOS,Policia,AC 26 86 02,Motocicletas,AKE76F,Parqueadero Aut. 1,ENGATIVA," X:1740198.4689075,Y:-6116871.3480329,Z:517040.93756732",,,10/05/2022 08:44:53,00:00:00,00:02:22,00:00:00,00:00:00,124 ATIENDE ,,
250984,S-221935,10/05/2022 08:49:29,10/05/2022 08:49:29,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,124,WFQ912,PLANCHON DE MOTOS,Policia,AC 24 86 00,Motocicletas,UQD90F,Parqueadero Aut. 1,FONTIBON," X:1739563.9476413,Y:-6117119.3208067,Z:516247.19538985",,,10/05/2022 08:50:32,00:00:00,00:01:03,00:00:00,00:00:00,124 ATIENDE ,,
250984,S-221935,10/05/2022 08:49:29,10/05/2022 08:49:29,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,124,WFQ912,PLANCHON DE MOTOS,Policia,AC 24 86 00,Motocicletas,AQD11G,Parqueadero Aut. 1,FONTIBON," X:1739563.9476413,Y:-6117119.3208067,Z:516247.19538985",,,10/05/2022 08:50:32,00:00:00,00:01:03,00:00:00,00:00:00,124 ATIENDE ,,
250984,S-221935,10/05/2022 08:49:29,10/05/2022 08:49:29,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,124,WFQ912,PLANCHON DE MOTOS,Policia,AC 24 86 00,Motocicletas,WMG53E,Parqueadero Aut. 1,FONTIBON," X:1739563.9476413,Y:-6117119.3208067,Z:516247.19538985",,,10/05/2022 08:50:32,00:00:00,00:01:03,00:00:00,00:00:00,124 ATIENDE ,,
250985,S-221936,10/05/2022 08:50:39,10/05/2022 08:50:39,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,164,ESN885,PLANCHON,Policia,AK 68D 23 02,Automovil,CVT531,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 08:52:41,00:00:00,00:02:02,00:00:00,00:00:00,164 ATIENDE ,,
250985,S-221936,10/05/2022 08:50:39,10/05/2022 08:50:39,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,164,ESN885,PLANCHON,Policia,AK 68D 23 02,Motocicletas,XDR48F,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 08:52:41,00:00:00,00:02:02,00:00:00,00:00:00,164 ATIENDE ,,
250985,S-221936,10/05/2022 08:50:39,10/05/2022 08:50:39,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,164,ESN885,PLANCHON,Policia,AK 68D 23 02,Motocicletas,FVJ61C,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 08:52:41,00:00:00,00:02:02,00:00:00,00:00:00,164 ATIENDE ,,
250985,S-221936,10/05/2022 08:50:39,10/05/2022 08:50:39,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,164,ESN885,PLANCHON,Policia,AK 68D 23 02,Motocicletas,ZJY63F,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 08:52:41,00:00:00,00:02:02,00:00:00,00:00:00,164 ATIENDE ,,
250986,S-221937,10/05/2022 09:01:19,10/05/2022 09:01:19,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,45,WGQ471,PLANCHON,Policia,CL 68 90 03,Automovil,COF743,PARQUEDERO TRANSITORIO,ENGATIVA," X:1740953.0735436,Y:-6116532.9777155,Z:518491.74961415",,,10/05/2022 09:01:47,00:00:00,00:00:28,00:00:00,00:00:00,45 ATIENDE ,,
250986,S-221937,10/05/2022 09:01:19,10/05/2022 09:01:19,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,45,WGQ471,PLANCHON,Policia,CL 68 90 03,Motocicletas,CWL86C,PARQUEDERO TRANSITORIO,ENGATIVA," X:1740953.0735436,Y:-6116532.9777155,Z:518491.74961415",,,10/05/2022 09:01:47,00:00:00,00:00:28,00:00:00,00:00:00,45 ATIENDE ,,
250987,S-221938,10/05/2022 09:03:23,10/05/2022 09:03:23,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,145,ESO145,PLANCHON,Policia,DG 16 98 17,Automovil,NCX201,Parqueadero Aut. 1,FONTIBON," X:1736955.3891393,Y:-6117906.9111761,Z:515700.97499524",,,10/05/2022 09:03:57,00:00:00,00:00:34,00:00:00,00:00:00,145 ATIENDE ,,
250987,S-221938,10/05/2022 09:03:23,10/05/2022 09:03:23,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,145,ESO145,PLANCHON,Policia,DG 16 98 17,Automovil,FSG746,Parqueadero Aut. 1,FONTIBON," X:1736955.3891393,Y:-6117906.9111761,Z:515700.97499524",,,10/05/2022 09:03:57,00:00:00,00:00:34,00:00:00,00:00:00,145 ATIENDE ,,
250988,S-221939,10/05/2022 09:21:03,10/05/2022 09:21:03,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,187,FUZ607,PLANCHON,Policia,CL 126 104 00,Taxi,ESL751,Parqueadero Aut. 1,SUBA," X:1741922.6325349,Y:-6115937.6208834,Z:522219.56864164",,,10/05/2022 09:37:56,00:00:00,00:16:53,00:00:00,00:00:00,187 ATIENDE ,,
250988,S-221939,10/05/2022 09:21:03,10/05/2022 09:21:03,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,187,FUZ607,PLANCHON,Policia,CL 126 104 00,Motocicletas,BVP74,Parqueadero Aut. 1,SUBA," X:1741922.6325349,Y:-6115937.6208834,Z:522219.56864164",,,10/05/2022 09:37:56,00:00:00,00:16:53,00:00:00,00:00:00,187 ATIENDE ,,
250988,S-221939,10/05/2022 09:21:03,10/05/2022 09:21:03,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,187,FUZ607,PLANCHON,Policia,CL 126 104 00,Motocicletas,JWY46F,Parqueadero Aut. 1,SUBA," X:1741922.6325349,Y:-6115937.6208834,Z:522219.56864164",,,10/05/2022 09:37:56,00:00:00,00:16:53,00:00:00,00:00:00,187 ATIENDE ,,
250988,S-221939,10/05/2022 09:21:03,10/05/2022 09:21:03,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,187,FUZ607,PLANCHON,Policia,CL 126 104 00,Camioneta,TSW317,Parqueadero Aut. 1,SUBA," X:1741922.6325349,Y:-6115937.6208834,Z:522219.56864164",,,10/05/2022 09:37:56,00:00:00,00:16:53,00:00:00,00:00:00,187 ATIENDE ,,
250989,S-221940,10/05/2022 09:37:18,10/05/2022 09:37:18,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,196,FUZ416,GANCHO LIVIANO,Policia,CL 26 S 40 00,Motocicletas,QUL53C,PARQUEDERO TRANSITORIO,PUENTE ARANDA," X:1740389.0478914,Y:-6117544.1313083,Z:508425.67471818",,,10/05/2022 09:37:46,00:00:00,00:00:28,00:00:00,00:00:00,196 ATIENDE ,,
250990,S-221941,10/05/2022 09:55:46,10/05/2022 09:55:46,Demanda,No,ACCIDENTE,Inmovilización en Vía,Cumplio,Terminado,Completado,154,ESO154,PLANCHON,Policia,CL 68 6 02,Taxi,VDR359,PARQUEDERO TRANSITORIO,CHAPINERO," X:1746927.4831171,Y:-6115218.0755547,Z:513917.47819513",,,10/05/2022 09:56:17,00:00:00,00:00:31,00:00:00,00:00:00,154 ATIENDE ,,
250990,S-221941,10/05/2022 09:55:46,10/05/2022 09:55:46,Demanda,No,ACCIDENTE,Inmovilización en Vía,Cumplio,Terminado,Completado,154,ESO154,PLANCHON,Policia,CL 68 6 02,Motocicletas,VYT83F,PARQUEDERO TRANSITORIO,CHAPINERO," X:1746927.4831171,Y:-6115218.0755547,Z:513917.47819513",,,10/05/2022 09:56:17,00:00:00,00:00:31,00:00:00,00:00:00,154 ATIENDE ,,
250990,S-221941,10/05/2022 09:55:46,10/05/2022 09:55:46,Demanda,No,ACCIDENTE,Inmovilización en Vía,Cumplio,Terminado,Completado,154,ESO154,PLANCHON,Policia,CL 68 6 02,Motocicletas,SNQ62F,PARQUEDERO TRANSITORIO,CHAPINERO," X:1746927.4831171,Y:-6115218.0755547,Z:513917.47819513",,,10/05/2022 09:56:17,00:00:00,00:00:31,00:00:00,00:00:00,154 ATIENDE ,,
250990,S-221941,10/05/2022 09:55:46,10/05/2022 09:55:46,Demanda,No,ACCIDENTE,Inmovilización en Vía,Cumplio,Terminado,Completado,154,ESO154,PLANCHON,Policia,CL 68 6 02,Camioneta,WCM058,PARQUEDERO TRANSITORIO,CHAPINERO," X:1746927.4831171,Y:-6115218.0755547,Z:513917.47819513",,,10/05/2022 09:56:17,00:00:00,00:00:31,00:00:00,00:00:00,154 ATIENDE ,,
